"site_id","安","巴","白","包","兵","步","才","蔡","曹","曾","沈","陳","程","戴","鄧","丁","董","杜","范","方","風","馮","傅","甘","高","葛","龔","古","谷","官","郭","何","洪","侯","胡","華","黄","黃","紀","簡","江","姜","蔣","金","康","柯","賴","藍","雷","黎","李","豊","力","連","梁","廖","林","凌","留","劉","柳","盧","陸","呂","羅","馬","買","麥","毛","穆","歐","潘","彭","錢","邱","全","饒","阮","沙","邵","施","石","史","司","松","宋","蘇","孫","湯","唐","田","童","凃","涂","汪","王","魏","温","溫","翁","巫","吳","伍","武","夏","蕭","謝","辛","幸","徐","許","薛","顏","嚴","楊","姚","葉","易","尤","游","余","俞","袁","粘","詹","張","張簡","章","趙","鄭","鍾","鐘","周","朱","莊","卓","宗"
"嘉義縣東石鄉",NA,NA,NA,NA,NA,NA,NA,14.2,NA,NA,NA,12.7,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,6.3,NA,NA,NA,NA,NA,5.7,NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,NA,NA,NA,NA,NA,6.9,NA,NA,NA,1.5,1.1,NA,NA,NA,2,NA,1.1,NA,1.3,NA,NA,NA,NA,NA,1.1,NA,NA,NA,NA,5.6,NA,NA,NA,3.2,NA,NA,NA,NA,1.4,NA,NA
"嘉義縣番路鄉",NA,NA,NA,NA,NA,NA,NA,3.1,NA,NA,2,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,NA,NA,1.9,NA,NA,NA,NA,NA,1.8,NA,NA,NA,4.9,NA,NA,NA,NA,2.7,12.5,NA,NA,5.1,NA,NA,NA,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,2.1,NA,NA,NA,1.5,NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA,6.6,NA,NA,NA,NA,1.5,NA,NA,NA,1.5,NA,NA
"嘉義縣六腳鄉",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,21.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,1.4,9.6,NA,NA,NA,19.6,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,2.8,NA,NA,NA,NA,NA,3.5,NA,NA,0.7,NA,NA,NA,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA,4.3,NA,NA,NA,NA,1.5,NA,NA,NA,1.3,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,NA,1,NA,NA,0.7,NA,NA,NA,NA
"嘉義縣鹿草鄉",NA,NA,NA,NA,NA,NA,NA,3.6,NA,NA,1.4,18.3,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,10.4,NA,NA,1.4,NA,NA,NA,NA,1.8,NA,NA,NA,NA,2.9,NA,NA,NA,NA,1.2,14.5,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,2.9,NA,NA,NA,NA,NA,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,1.7,NA,NA,NA,NA,NA,NA,NA
"嘉義縣梅山鄉",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,3.9,NA,5.1,2.4,NA,NA,NA,NA,NA,1.4,NA,NA,NA,4.4,NA,NA,NA,NA,1.9,11.1,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,NA,NA,1.5,NA,5.3,NA,NA,NA,NA,2.9,NA,NA,NA,2.8,NA,NA,NA,3.2,NA,3.7,NA,NA,NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,1.7,NA,NA,NA,NA,NA,NA
"嘉義縣民雄鄉",NA,NA,NA,NA,NA,NA,NA,3.9,NA,NA,NA,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,7.4,1.3,NA,NA,NA,NA,5.2,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,4.5,NA,NA,NA,NA,NA,6.8,NA,NA,6.4,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,NA,NA,NA,NA,3.3,NA,NA,NA,1.7,1.3,NA,NA,NA,4.2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,NA,NA,NA,2.7,NA,NA,1.2,NA,NA,NA,NA
"嘉義縣朴子市",NA,NA,NA,NA,NA,NA,NA,5.2,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,NA,1.4,6.1,NA,NA,NA,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,NA,NA,NA,NA,NA,6.6,NA,NA,1.7,NA,NA,NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,3.5,NA,3.1,NA,NA,NA,1.1,NA,5.2,NA,NA,NA,NA,1.3,NA,NA,NA,1.7,NA,NA,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,NA,NA,NA,1.7,NA,NA,NA,NA,NA,NA,NA
"嘉義縣水上鄉",NA,NA,NA,NA,NA,NA,NA,3.6,NA,1.6,NA,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,NA,NA,NA,NA,NA,NA,11.8,NA,NA,1.7,NA,NA,NA,NA,NA,4.5,NA,NA,NA,4.6,NA,NA,NA,NA,NA,9.7,NA,NA,2.6,NA,NA,NA,2.9,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,1.1,NA,NA,NA,1.4,NA,NA,NA,1.5,NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,4.8,NA,NA,NA,1.7,NA,NA,NA,NA,NA,NA,NA
"嘉義縣太保市",NA,NA,NA,NA,NA,NA,NA,5.3,NA,NA,NA,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1.4,NA,NA,NA,2.2,NA,NA,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,NA,4.2,NA,NA,NA,NA,NA,6.4,NA,NA,1.6,NA,NA,NA,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,3.7,NA,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA,NA,1.6,2.4,NA,NA,NA,2.9,NA,7.2,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA
"嘉義縣溪口鄉",NA,NA,NA,NA,NA,NA,NA,4.3,NA,1.9,NA,18.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,2.9,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,3.6,NA,NA,NA,2.5,NA,NA,NA,NA,NA,3.4,NA,NA,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA,NA,NA,3.9,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2.9,NA,NA,NA,1.3,NA,NA,NA,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,9.4,NA,NA,NA,2.7,NA,NA,NA,NA,1.5,NA,NA
"嘉義縣新港鄉",NA,NA,NA,NA,NA,NA,NA,3.1,NA,1.2,NA,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,5.8,2.3,NA,NA,NA,NA,5.7,NA,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,14.3,NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,3.8,NA,NA,NA,NA,NA,3.7,NA,NA,NA,NA,NA,NA,NA,NA,2.1,NA,NA,NA,2,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,NA,NA,2.3,NA,NA,NA,NA,1.4,NA,NA
"嘉義縣義竹鄉",NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,NA,1.4,NA,NA,NA,NA,11.3,NA,NA,NA,NA,NA,NA,1.5,2,NA,NA,NA,NA,4.8,NA,NA,NA,NA,NA,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,15.7,NA,2.1,NA,NA,NA,NA,1.9,NA,NA,NA,NA,NA,1.9,NA,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,NA,NA,NA,1.2,NA,NA,1.4,NA,NA,NA,NA
"嘉義縣中埔鄉",NA,NA,NA,NA,NA,NA,NA,2.6,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,NA,6,NA,NA,1.6,NA,NA,NA,NA,NA,1.9,NA,NA,NA,4.3,NA,NA,NA,NA,NA,8.8,NA,NA,4.2,NA,NA,NA,1.8,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1.5,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,7.1,NA,NA,NA,1.6,NA,NA,NA,NA,NA,NA,NA
"嘉義縣竹崎鄉",NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,NA,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,2.8,NA,NA,NA,NA,NA,4.7,NA,NA,NA,NA,NA,NA,NA,NA,2.1,NA,NA,NA,5.1,NA,NA,NA,NA,NA,18.7,NA,NA,6.8,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,NA,NA,NA,NA,NA,3.3,NA,NA,NA,2.7,NA,NA,NA,NA,4.7,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,NA,NA,NA,1.5,1.4,NA,NA,1.7,NA,NA,NA
"金門縣金城鎮",NA,NA,NA,NA,NA,NA,NA,3.6,NA,NA,NA,10.2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,NA,NA,NA,NA,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1,NA,NA,NA,NA,NA,5.4,NA,NA,1.8,NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,NA,NA,NA,1.7,NA,3.7,NA,NA,NA,NA,NA,NA,NA,NA,7.3,1.5,NA,NA,4.2,NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,3.7,NA,NA,NA,1.8,NA,NA,1.4,NA,1.6,NA,NA
"金門縣金湖鎮",NA,NA,NA,NA,NA,NA,NA,8.4,NA,NA,NA,18.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.5,NA,NA,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,NA,NA,NA,NA,NA,4.5,NA,NA,1.8,NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,NA,NA,NA,1.1,NA,3.7,NA,NA,NA,NA,2.4,NA,NA,NA,2.6,NA,NA,NA,3.4,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,3.6,NA,NA,NA,2.1,NA,NA,1.2,NA,1.7,NA,NA
"金門縣金寧鄉",NA,NA,NA,NA,NA,NA,NA,4.8,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,NA,NA,NA,NA,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5,NA,NA,NA,NA,NA,5.3,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,NA,NA,NA,5.8,NA,4,NA,NA,NA,NA,0.9,NA,NA,0.9,7.2,NA,NA,NA,8.3,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,1.1,NA,NA,1.9,NA,3.1,NA,NA
"金門縣金沙鎮",NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,0.9,NA,NA,NA,NA,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,1,NA,3.8,NA,NA,1.6,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,NA,NA,NA,NA,NA,4.9,NA,NA,NA,0.7,NA,NA,NA,NA,1.6,NA,NA,NA,5.8,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,9.9,NA,NA,NA,1.9,NA,NA,1.2,NA,0.9,NA,NA
"金門縣烈嶼鄉",NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,20.1,NA,NA,1.6,NA,NA,NA,2,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA,NA,4.9,NA,NA,NA,NA,0.9,NA,NA,NA,1.5,NA,NA,NA,1.7,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,0.8,NA,NA,NA,NA,0.8,NA,NA
"金門縣烏坵鄉",NA,NA,NA,NA,NA,NA,NA,7.3,NA,NA,NA,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,NA,NA,NA,NA,NA,7.4,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,1.9,1.3,NA,NA,NA,3.1,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,1.9,NA,NA,NA,2.3,NA,NA,1.2,3.1,5.4,NA,NA
"連江縣北竿鄉",NA,NA,NA,NA,NA,NA,NA,0.8,2.4,1.1,NA,25.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,NA,NA,NA,NA,NA,7.6,NA,NA,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.7,NA,NA,NA,NA,NA,2.8,NA,NA,NA,0.7,1.6,NA,NA,NA,0.9,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0.8,NA,0.7,2.9,NA,NA,NA,2.5,NA,NA,1.6,NA,NA,NA,NA
"連江縣東引鄉",NA,NA,NA,NA,NA,NA,NA,2.6,1.7,1,NA,12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1.3,NA,NA,NA,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,1,23,NA,NA,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,NA,NA,NA,NA,NA,1.9,NA,NA,NA,NA,1,NA,NA,1.1,NA,NA,NA,NA,1.5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,5.5,NA,NA,NA,1.6,NA,NA,NA,NA,NA,NA,NA
"連江縣莒光鄉",NA,NA,NA,NA,NA,NA,NA,1.2,13.1,NA,NA,24.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA,3.9,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,0.9,11,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,1.4,NA,NA,NA,NA,1.6,NA,NA,0.7,0.9,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,3.7,NA,NA,NA,5.9,NA,NA,0.9,NA,NA,NA,NA
"連江縣南竿鄉",NA,NA,NA,NA,NA,NA,NA,1.2,9.4,NA,NA,23.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,4.8,NA,NA,NA,NA,NA,11.8,NA,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,0.9,NA,NA,0.9,NA,NA,NA,NA,1.6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,1.2,NA,NA,0.9,1.1,NA,NA,NA
"苗栗縣大湖鄉",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,NA,7.1,NA,NA,NA,NA,NA,NA,1.4,NA,NA,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,2.8,NA,NA,NA,4.3,NA,NA,NA,NA,2,4.7,NA,NA,7,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,3.2,NA,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,NA,NA,NA,NA,4.7,NA,NA,4.8,NA,NA,NA,NA,2.1,NA,2,NA,NA,NA,NA,NA,NA,NA,2.3,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"苗栗縣公館鄉",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,NA,NA,2.6,NA,NA,NA,NA,NA,2.7,NA,NA,NA,2.6,NA,NA,NA,NA,NA,5.6,NA,NA,11.3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2.5,NA,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,NA,NA,NA,NA,4.5,NA,NA,5.1,NA,NA,NA,NA,2.4,NA,1.3,NA,NA,NA,NA,NA,NA,NA,1.7,6,NA,NA,NA,NA,1.9,NA,NA,NA,NA,NA,NA
"苗栗縣後龍鎮",NA,NA,NA,NA,NA,NA,NA,3.2,NA,NA,NA,13.4,NA,NA,NA,NA,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,7.6,NA,NA,3.5,NA,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,2.2,NA,NA,NA,1.4,NA,NA,NA,1.9,NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,6.5,NA,NA,1.8,2.7,NA,NA,NA,2,NA,NA,NA
"苗栗縣苗栗市",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,1.4,NA,NA,6.4,NA,NA,2,NA,NA,NA,NA,NA,2.5,NA,NA,NA,3.9,NA,NA,NA,NA,NA,5.2,NA,NA,7,NA,NA,NA,NA,2.9,NA,NA,NA,NA,NA,NA,NA,2.7,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,3.8,NA,NA,NA,NA,4.8,NA,NA,5.6,NA,NA,NA,NA,2.8,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"苗栗縣南庄鄉",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,3.9,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,4.1,NA,NA,2.7,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,NA,1.7,2.8,NA,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,NA,1.7,NA,NA,NA,NA,1.7,NA,NA,2.9,NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,2.4,NA,NA,1.9,NA,NA,NA
"苗栗縣三灣鄉",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,NA,NA,NA,NA,NA,NA,1.4,NA,NA,7.7,NA,NA,NA,NA,NA,NA,NA,NA,1.9,NA,NA,NA,4,NA,NA,NA,NA,2.6,8.1,NA,NA,3,NA,NA,NA,NA,2.7,NA,NA,NA,NA,NA,NA,NA,2.3,NA,3.8,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,NA,NA,NA,3.2,NA,NA,NA,NA,2.2,NA,NA,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA
